hash,nonce,block_hash,block_number,transaction_index,from_address,to_address,value,gas,gas_price,block_timestamp,max_fee_per_gas,max_priority_fee_per_gas,transaction_type,receipts_cumulative_gas_used,receipts_gas_used,receipts_contract_address,receipts_root,receipts_status,receipts_effective_gas_price
0xa2b136dd3e08361b65aabf62ee6120c03da1ad068e7b334f2fefb87ec2bb8dc2,4603,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,17,0xe9bfec0515792a71928fccf4a8f97c888652e78a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,30000000000000000,303078,22252522390,2023-08-01 07:04:59.000000 UTC,31393910711,3000000000,2,1995093,176629,,,1,22252522390
0x1e1fa0d3bd3dabe10273e65c6b95906d42195c66f64de6d6d4191a2c0c6147ea,55868,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,18,0x8a37f0290ae85d08522d2a605617e76128fd0712,0xe8ed59a7ef235136fbec30ad9504b56f0027dd48,51638223530957000,90000,21752522390,2023-08-01 07:04:59.000000 UTC,40278726916,2500000000,2,2016093,21000,,,1,21752522390
0xf6a0adc5af82bb0ba9372086865ae453fc07081df042a73eaab99b967c18c781,119,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,19,0x473cbe8456e80801f7fa9d1249244b006b367ebc,0x083d41d6dd21ee938f0c055ca4fb12268df0efac,0,100000,21633216102,2023-08-01 07:04:59.000000 UTC,,,0,2045528,29435,,,1,21633216102
0x49af62c6dfc07e9025772560434cbf1a865cdb077bbce208bcf428b4b56a7e80,443662,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,20,0xd108fd0e8c8e71552a167e7a44ff1d345d233ba6,0x901340d2db1d5054a2c9231a09256dff0d363459,20600000000000000,21000,21253522390,2023-08-01 07:04:59.000000 UTC,25608701352,2001000000,2,2066528,21000,,,1,21253522390
0xf38f1c8d19b5b2eebb7a0ececadfe5da5e3383af198d3b69d2f8d7af4ac95baa,6730787,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,21,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x96633b2c73b370aca3abf02918eb8a95d90ea507,27771300000000000,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2087528,21000,,,1,21252522390
0xe130d294d7d7dc7bef88c5f471f8798df8c376030878ca3d2ec2e7ee40a3eddf,7380420,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,22,0x28c6c06298d514db089934071355e5743bf21d60,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2122141,34613,,,1,21252522390
0xcc168ac0a3ef999c15df8fddb481f59832e149fe64a7244d6fe7eb1e8b7c583f,3019499,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,23,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x92f63b711a62c591eb69f05eb3556a3ae2cfd76c,290663440000000000,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2143141,21000,,,1,21252522390
0x80b3bc4b128179169281ecd823966d469cf22e6ccdad5c83ac907aa5fcdf4953,7380421,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,24,0x28c6c06298d514db089934071355e5743bf21d60,0xe6dad3fcda0f32c7333ea2520046ccce181d5c29,29100000000000000,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2164141,21000,,,1,21252522390
0xdb923efd726796a9def510c34d179f1163fd396c5f859fca645146b4cea17b0d,6730788,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,25,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2281921,117780,,,1,21252522390
0x4bb33fb158cfaa24ab52193aab2fb5039df424d733313d5b5ce9ff910a63a35f,327881,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,26,0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,0x2ba7eba6e9a963eaa40459a9b8b33ae876679f82,215700000000000000,210000,21252522390,2023-08-01 07:04:59.000000 UTC,400000000000,2000000000,2,2302921,21000,,,1,21252522390
0xc1b6c0c9499643e0d203b75bf67f2317d574ff005083802ada97f96d888bfb98,322685,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,27,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0xb8274b19cd02ea36edbafb10a14c02b0e98c6925,1010000000000000000,210000,21252522390,2023-08-01 07:04:59.000000 UTC,400000000000,2000000000,2,2323921,21000,,,1,21252522390
0x828d211a52b7caa2c73f311dccd45bf43240fee0a92ee60c318ac4da6cd32cab,7380422,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,28,0x28c6c06298d514db089934071355e5743bf21d60,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,207128,21252522390,2023-08-01 07:04:59.000000 UTC,102000000000,2000000000,2,2389546,65625,,,1,21252522390
0x5f0fbdae6dd09bd224a3de9e4d916f8ec7325679282442ae8f011751bf30c101,239,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,29,0xc37ed6d55daa95f442ad4f6f99627360323a3f07,0xf89d7b9c864f589bbf53a82105107622b35eaa40,472894332781462000,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2410546,21000,,,1,21252522390
0x8027c93b2a12cc40f0ca9abb09ca43cc52abb374b6657579dfee3cb451697fd8,3,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,30,0xa352ab6b096ca63400ffc4c8c300deeddae8373e,0xf89d7b9c864f589bbf53a82105107622b35eaa40,386057671235647000,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2431546,21000,,,1,21252522390
0x990c516d1c90725fcc7adcc7871b4e6dbc4b02c811bc77eae0b6869c9e85d93a,2,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,31,0x3011027279413a6d186157f36012619a8a6eb720,0xf89d7b9c864f589bbf53a82105107622b35eaa40,76642008591480297,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2452546,21000,,,1,21252522390
0x975b33d3c4fe9f99dc3c08002fd06fa27f2e878b5ca53cde898f2f14e6fd3746,244,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,32,0xe34340d92600acb4bc0409f200650533c40971f0,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,273000000000000000,196195,21252522390,2023-08-01 07:04:59.000000 UTC,26000000000,2000000000,2,2588344,135798,,,1,21252522390
0xed34d6c5b5af8e58a5ca7de2387f26576a99919477ea70f1dc50613871609282,2,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,33,0x31fda47d1fb5418581485c68910e7564ee39e3bb,0xf89d7b9c864f589bbf53a82105107622b35eaa40,2198373663147871000,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2609344,21000,,,1,21252522390
0xbd9bfa7235f6ed328a224dcef2160415863f2ea2a9b38829aed45fe3f8506bc8,1,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,34,0xead1064cd8c9dd07729661137f89fd78db3e9b1b,0xf89d7b9c864f589bbf53a82105107622b35eaa40,280507498244459546,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2630344,21000,,,1,21252522390
0x5c019dbbfba2ca0fc35bf937eaf0988c0c68ff10e1ca4ded3e33fdfbd0d845c4,3,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,35,0x8e94bd14ee256b38ee29956e9086866319c53c7a,0xf89d7b9c864f589bbf53a82105107622b35eaa40,111402134711343401,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2651344,21000,,,1,21252522390
0x18636f88ff172712ccec28f1d71131d9bb57e2aad785269064a29fa2b9a65727,195796,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,36,0xc6bed363b30df7f35b601a5547fe56cd31ec63da,0x514910771af9ca656af840dff83e8264ecf986ca,0,500000,21252522390,2023-08-01 07:04:59.000000 UTC,79797245864,2000000000,2,2686333,34989,,,1,21252522390
0xd79b93d8b3551dfa287aaf13c958927380432f70972fc434a62e74ec9f67b61f,1647965,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,37,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,0xdac17f958d2ee523a2206206994597c13d831ec7,0,500000,21252522390,2023-08-01 07:04:59.000000 UTC,79797245864,2000000000,2,2749554,63221,,,1,21252522390
0xcb6f2998f51e838ec2279dd7d70d0e27b395f6d68c0ccdedda0060cf183a6d49,62,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,38,0x280941b759e220940d628d1856dece9474aecfbe,0xdef1c0ded9bec7f1a1670819833240f027b25eff,165370516943526860,133525,21252522390,2023-08-01 07:04:59.000000 UTC,26000000000,2000000000,2,2855122,105568,,,1,21252522390
0x50a06317676534ae216ed1190d3396259324e25b35e94d35f84d7c4efedb04c9,335914,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,39,0x079a892628ebf28d0ed8f00151cff225a093dc63,0xcf93ca89550c0ec14b92c1b3bf21d78933bf6ac5,107333330000000000,100000,21252522390,2023-08-01 07:04:59.000000 UTC,58858798386,2000000000,2,2876122,21000,,,1,21252522390
0x1d4e32e1fef6249f5f7ab56c8bbd2712dd0dbfbffd2428a2e9d70f26d28c0ca6,6,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,40,0x8827b7d936c804ae7a70a4a39bee10f258a6ad0b,0xf89d7b9c864f589bbf53a82105107622b35eaa40,62456079543723816,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2897122,21000,,,1,21252522390
0x3770a8039f643bd68d2fd6b94d59d58b79b045ff7239830f1dc2ace3f69c2ef7,5,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,41,0xaccd8340b85bb9acc0aab4c357ddeea952438da1,0xf89d7b9c864f589bbf53a82105107622b35eaa40,72031126792084128,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2918122,21000,,,1,21252522390
0xef00abd1d5ff11c9852258dd6047bb26c9dfccb9fa05b7151c6f6d47f6dd9df1,99,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,42,0x70ab00262c6f8a4cb9aedb0ea4bfcc3c429d5466,0xf89d7b9c864f589bbf53a82105107622b35eaa40,63247375290813366,21000,21252522390,2023-08-01 07:04:59.000000 UTC,250000000000,2000000000,2,2939122,21000,,,1,21252522390
0xf05285329c2200b2b4cd9c1a953d19ae6f7a7597798c770e9caa980946a7a28a,238,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,43,0x516b082872c3967cd1f3d6c6a8458df7a7830e64,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0,56982,21000000000,2023-08-01 07:04:59.000000 UTC,,,0,2991304,52182,,,1,21000000000
0x8d2c3c082988dfad096993873f043df0091ab816b98cb52403d43d4a197a1c3d,19,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,44,0x9762160d4f36bab26dafb67b13f82b87832c89df,0xcac0f1a06d3f02397cfb6d7077321d73b504916e,10000000000000000,53000,20752522390,2023-08-01 07:04:59.000000 UTC,31878783585,1500000000,2,3012304,21000,,,1,20752522390
0xf78308b572c59275364ab765505e5b99fd2641610007aea7b7a26b6e7f8ae686,8,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,45,0xdf990d8f1133fcd59059f57d2ac97ce48d84bdf0,0x32400084c286cf3e17e7b677ea9583e60a000324,1000455531641210106,149210,20752522390,2023-08-01 07:04:59.000000 UTC,29681749912,1500000000,2,3130370,118066,,,1,20752522390
0x53f5c2611da2e219038a6b396ae949cab9a20c517ccb8eec612d9c3d0056e492,9,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,46,0xb8bfd14ce11a28d95e0a1567a64106d3bd7a18e7,0x32400084c286cf3e17e7b677ea9583e60a000324,3947457795225546085,149210,20752522390,2023-08-01 07:04:59.000000 UTC,29829241623,1500000000,2,3248448,118078,,,1,20752522390
0x429274001577c23b4cfa4747baf69815e67f256df2766f9c16d44c704aa27381,79,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,47,0x4afc2398e1b0b4596706e5e96218571eb9203d12,0x1a8f43e01b78979eb4ef7febec60f32c9a72f58e,0,474994,20752522390,2023-08-01 07:04:59.000000 UTC,25012982209,1500000000,2,3591277,342829,,,1,20752522390
0x40c38f2333ab089c2c76d9e19d6cafc51f3df130fc35e3065e82c6f1f899f3d2,1145,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,48,0x8ff089200ef3aa842853d98f4ea857e2c47d550a,0x8ff089200ef3aa842853d98f4ea857e2c47d550a,0,22344,20752522390,2023-08-01 07:04:59.000000 UTC,24215128568,1500000000,2,3613621,22344,,,1,20752522390
0x511eff91e16772c7db12b13fae78bf2bda00241232402edd487d2c9a6585353a,0,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,49,0xf468f6d8db1d3be7477eabe96615cb97381dbf8a,0xbc761ee2bb6ea585d2c400751b1670d46b4a3417,8999483238271608000,21000,20252522390,2023-08-01 07:04:59.000000 UTC,24607701352,1000000000,2,3634621,21000,,,1,20252522390
0x53ed6a8b5eecff81bdac8cb524d11f66f6ed91d6ede349cc0bc165ccc9dfc834,2173,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,50,0xb0566e4df2c9cfc07b8025ae651daae673a13307,0x12970e6868f88f6557b76120662c1b3e50a646bf,0,90000,20252522390,2023-08-01 07:04:59.000000 UTC,38000000000,1000000000,2,3675655,41034,,,1,20252522390
0x7bd3d1f57f8712028595f4f313e7fbe63a64355de0ae09fe06b2211d76d3aeba,772,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,51,0x5a40ab806a038afe9c4ef413d36b6356a5e4d2c5,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0,287133,20252522390,2023-08-01 07:04:59.000000 UTC,40188303682,1000000000,2,3852353,176698,,,1,20252522390
0xbb8a87c179b18f4b68329b4203f8b040acd12e7ff03311a7652dd8bef2917201,735887,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,52,0x077d360f11d220e4d5d831430c81c26c9be7c4a4,0xa980ada7f78de6a5ef5d77469dcd995fcf056557,20472920000000000,60000,20000000000,2023-08-01 07:04:59.000000 UTC,,,0,3873353,21000,,,1,20000000000
0x61dc7998f2729df33676f6ec73dabd567b96e0a29379bb1dbcade0ea87d69c80,422100,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,53,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,0x7ecf7402b22181628abd5e0158b5e56f9cdfa6f6,1918610800000000000,21000,20000000000,2023-08-01 07:04:59.000000 UTC,,,0,3894353,21000,,,1,20000000000
0x9075a6dc019ea5767ce4193894df89233c5022d21a270dd95851aa48c9e60bbe,447,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,54,0xb3f38e11cf75127d6499abbf9fa1330c1661c0d5,0xc3ffbe26e9446ac52008ffc8c1191d60a12bdc48,0,90000,19900579434,2023-08-01 07:04:59.000000 UTC,,,0,3945990,51637,,,1,19900579434
0xd333aa50ad7675d3ed74ab752b795e4dfa835f9eabd61751c3055e45275ae93a,478,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,55,0xbe6d8c91d79f2651141bdd6df7fe1e6f7cdf5042,0xc3ffbe26e9446ac52008ffc8c1191d60a12bdc48,0,90000,19900579434,2023-08-01 07:04:59.000000 UTC,,,0,3997615,51625,,,1,19900579434
0x70b8d7640783690d9507c810daa6f6f7cc26708e3364d6cf8c4f75ebed4bb8a1,407899,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,56,0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,0x4a220e6096b25eadb88358cb44068a3248254675,0,300000,19617810829,2023-08-01 07:04:59.000000 UTC,,,0,4049560,51945,,,1,19617810829
0x6b0b889fcc66ebfb7a855e90baa956cd627675e385bd16b95505be61bbf91e09,407900,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,57,0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,0xe510cbdce62093b7fd15c13dd015d9e5311126e2,37808154902567263,21000,20203340673,2023-08-01 07:04:59.000000 UTC,,,0,4070560,21000,,,1,20203340673
0x89bd6e1c7c752e858eb6ce92c1919ab576fca7a09dfdedba4ed8bf95bd875214,407901,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,58,0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,0x4a220e6096b25eadb88358cb44068a3248254675,0,300000,20203340673,2023-08-01 07:04:59.000000 UTC,,,0,4122493,51933,,,1,20203340673
0xac216abe205dd5d896306cf7bd67310babe1f5e19e718a0d30e7a4c3179c0eff,2304,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,59,0xe3c5f195efb34d723543d8bd5bf85a910a22852e,0x1111111254eeb25477b68fb85ed929f73a960582,0,344016,19489112270,2023-08-01 07:04:59.000000 UTC,39424893562,236589880,2,4368602,246109,,,1,19489112270
0xabd292a11a5a168a28a9842db6cda6c4ff0afd79a16fca075c95940f23b0db80,57,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,60,0xa359aa2048081095ee2b859d06a1b08125d83a4c,0x78a0a62fba6fb21a83fe8a3433d44c73a4017a6f,0,38800,19395522390,2023-08-01 07:04:59.000000 UTC,25650000000,143000000,2,4402602,34000,,,1,19395522390
0x1b9182e12b5410ae46804e9705ee7b065258bc40ba68fe4b95b2a80df2e8c7b2,190,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,61,0x6c73bd1155608fb7ca9c13960774184bb203a336,0x6c73bd1155608fb7ca9c13960774184bb203a336,0,22344,19373522390,2023-08-01 07:04:59.000000 UTC,25420000000,121000000,2,4424946,22344,,,1,19373522390
0xaa8cc1893ab0d864bd7dcb624e15a73de01270d8a5a56b1c45ccbb58d06fb603,4,0x73c053dc4b54ece7ef678a6488a56b5772c0f2e84ce28caeb566086372ac2091,17818542,62,0x43a219a105702086faab19553d648bfdbea29a86,0x1a0ad011913a150f69f6a19df447a0cfd9551054,5000000000000000,50285,19352522390,2023-08-01 07:04:59.000000 UTC,25600640669,100000000,2,4474902,49956,,,0,19352522390
